emission_id,shipment_id,co2_kg,fuel_consumption_l,reduction_vs_road_kg,sustainability_score
8689,8689,78.5,29.29,31.4,0.85
8690,8690,133.71,49.89,53.48,0.69
8691,8691,254.14,94.83,101.66,0.81
8692,8692,101.17,37.75,40.47,0.76
8693,8693,177.17,66.11,70.87,0.78
8694,8694,252.88,94.36,101.15,0.71
8695,8695,346.15,129.16,138.46,0.78
8696,8696,346.39,129.25,138.56,0.8
8697,8697,21.95,8.19,8.78,0.91
8698,8698,175.33,65.42,70.13,0.82
8699,8699,602.65,224.87,241.06,0.76
8700,8700,81.82,30.53,32.73,0.91
8701,8701,200.04,74.64,80.02,0.71
8702,8702,235.41,87.84,94.16,0.92
8703,8703,38.08,14.21,15.23,0.79
8704,8704,53.44,19.94,21.38,0.63
8705,8705,191.94,71.62,76.78,0.76
8706,8706,125.75,46.92,50.3,0.76
8707,8707,111.81,41.72,44.72,0.84
8708,8708,52.21,19.48,20.88,0.9
8709,8709,43.04,16.06,17.22,0.89
8710,8710,317.74,118.56,127.1,0.66
8711,8711,47.78,17.83,19.11,0.63
8712,8712,94.31,35.19,37.72,0.91
8713,8713,231.07,86.22,92.43,0.74
8714,8714,273.07,101.89,109.23,0.65
8715,8715,158.39,59.1,63.36,0.72
8716,8716,227.42,84.86,90.97,0.89
8717,8717,142.74,53.26,57.1,0.95
8718,8718,169.97,63.42,67.99,0.89
8719,8719,149.36,55.73,59.74,0.75
8720,8720,122.29,45.63,48.92,0.93
8721,8721,134.46,50.17,53.78,0.91
8722,8722,335.29,125.11,134.12,0.74
8723,8723,169.67,63.31,67.87,0.88
8724,8724,275.42,102.77,110.17,0.7
8725,8725,137.03,51.13,54.81,0.8
8726,8726,406.61,151.72,162.64,0.72
8727,8727,231.95,86.55,92.78,0.81
8728,8728,294.21,109.78,117.68,0.8
8729,8729,3.89,1.45,1.56,0.64
8730,8730,280.25,104.57,112.1,0.91
8731,8731,13.37,4.99,5.35,0.69
8732,8732,151.15,56.4,60.46,0.74
8733,8733,58.58,21.86,23.43,0.77
8734,8734,216.95,80.95,86.78,0.81
8735,8735,275.34,102.74,110.14,0.73
8736,8736,319.11,119.07,127.64,0.94
8737,8737,126.87,47.34,50.75,0.85
8738,8738,235.52,87.88,94.21,0.82
8739,8739,83.7,31.23,33.48,0.83
8740,8740,238.25,88.9,95.3,0.88
8741,8741,55.02,20.53,22.01,0.67
8742,8742,264.19,98.58,105.68,0.66
8743,8743,28.22,10.53,11.29,0.88
8744,8744,222.87,83.16,89.15,0.68
8745,8745,378.04,141.06,151.22,0.62
8746,8746,446.46,166.59,178.58,0.9
8747,8747,152.41,56.87,60.96,0.85
8748,8748,119.23,44.49,47.69,0.71
8749,8749,176.96,66.03,70.78,0.94
8750,8750,238.52,89.0,95.41,0.6
8751,8751,110.93,41.39,44.37,0.93
8752,8752,194.01,72.39,77.6,0.72
8753,8753,228.74,85.35,91.5,0.73
8754,8754,100.23,37.4,40.09,0.93
8755,8755,111.35,41.55,44.54,0.72
8756,8756,376.41,140.45,150.56,0.78
8757,8757,89.49,33.39,35.8,0.82
8758,8758,129.31,48.25,51.72,0.66
8759,8759,514.94,192.14,205.98,0.6
8760,8760,211.1,78.77,84.44,0.87
8761,8761,126.98,47.38,50.79,0.62
8762,8762,344.57,128.57,137.83,0.84
8763,8763,67.99,25.37,27.2,0.86
8764,8764,315.84,117.85,126.34,0.77
8765,8765,92.7,34.59,37.08,0.94
8766,8766,167.02,62.32,66.81,0.9
8767,8767,25.25,9.42,10.1,0.89
8768,8768,98.36,36.7,39.34,0.74
8769,8769,259.69,96.9,103.88,0.66
8770,8770,186.61,69.63,74.64,0.6
8771,8771,37.06,13.83,14.82,0.86
8772,8772,282.61,105.45,113.04,0.81
8773,8773,79.65,29.72,31.86,0.76
8774,8774,245.11,91.46,98.04,0.67
8775,8775,35.94,13.41,14.38,0.85
8776,8776,63.52,23.7,25.41,0.87
8777,8777,58.88,21.97,23.55,0.76
8778,8778,154.96,57.82,61.98,0.76
8779,8779,553.04,206.36,221.22,0.87
8780,8780,450.0,167.91,180.0,0.72
8781,8781,360.81,134.63,144.32,0.66
8782,8782,119.39,44.55,47.76,0.64
8783,8783,367.0,136.94,146.8,0.75
8784,8784,260.36,97.15,104.14,0.94
8785,8785,55.4,20.67,22.16,0.65
8786,8786,56.07,20.92,22.43,0.8
8787,8787,144.72,54.0,57.89,0.77
8788,8788,142.33,53.11,56.93,0.89
8789,8789,357.59,133.43,143.04,0.61
8790,8790,143.49,53.54,57.4,0.63
8791,8791,141.42,52.77,56.57,0.83
8792,8792,213.86,79.8,85.54,0.82
8793,8793,130.94,48.86,52.38,0.7
8794,8794,10.4,3.88,4.16,0.73
8795,8795,45.69,17.05,18.28,0.69
8796,8796,260.01,97.02,104.0,0.69
8797,8797,897.0,334.7,358.8,0.9
8798,8798,222.39,82.98,88.96,0.75
8799,8799,61.35,22.89,24.54,0.62
8800,8800,253.69,94.66,101.48,0.93
8801,8801,233.32,87.06,93.33,0.62
8802,8802,160.53,59.9,64.21,0.77
8803,8803,214.53,80.05,85.81,0.85
8804,8804,158.84,59.27,63.54,0.63
8805,8805,282.93,105.57,113.17,0.61
8806,8806,46.71,17.43,18.68,0.73
8807,8807,266.79,99.55,106.72,0.66
8808,8808,3.08,1.15,1.23,0.79
8809,8809,60.57,22.6,24.23,0.73
8810,8810,99.62,37.17,39.85,0.64
8811,8811,99.35,37.07,39.74,0.61
8812,8812,188.24,70.24,75.3,0.69
8813,8813,115.75,43.19,46.3,0.76
8814,8814,285.39,106.49,114.16,0.79
8815,8815,140.57,52.45,56.23,0.78
8816,8816,235.04,87.7,94.02,0.78
8817,8817,146.01,54.48,58.4,0.74
8818,8818,197.27,73.61,78.91,0.78
8819,8819,104.57,39.02,41.83,0.88
8820,8820,0.27,0.1,0.11,0.62
8821,8821,149.76,55.88,59.9,0.77
8822,8822,483.85,180.54,193.54,0.79
8823,8823,153.94,57.44,61.58,0.69
8824,8824,266.42,99.41,106.57,0.61
8825,8825,495.18,184.77,198.07,0.95
8826,8826,292.09,108.99,116.84,0.8
8827,8827,50.09,18.69,20.04,0.94
8828,8828,215.53,80.42,86.21,0.81
8829,8829,196.04,73.15,78.42,0.65
8830,8830,331.03,123.52,132.41,0.86
8831,8831,66.3,24.74,26.52,0.64
8832,8832,482.16,179.91,192.86,0.94
8833,8833,310.53,115.87,124.21,0.7
8834,8834,131.83,49.19,52.73,0.7
8835,8835,51.97,19.39,20.79,0.89
8836,8836,54.0,20.15,21.6,0.94
8837,8837,146.41,54.63,58.56,0.91
8838,8838,157.72,58.85,63.09,0.95
8839,8839,58.18,21.71,23.27,0.69
8840,8840,275.91,102.95,110.36,0.83
8841,8841,193.25,72.11,77.3,0.83
8842,8842,6.32,2.36,2.53,0.75
8843,8843,84.26,31.44,33.7,0.75
8844,8844,57.41,21.42,22.96,0.74
8845,8845,98.89,36.9,39.56,0.78
8846,8846,497.11,185.49,198.84,0.83
8847,8847,421.56,157.3,168.62,0.72
8848,8848,107.44,40.09,42.98,0.78
8849,8849,184.49,68.84,73.8,0.83
8850,8850,162.19,60.52,64.88,0.72
8851,8851,257.71,96.16,103.08,0.79
8852,8852,112.53,41.99,45.01,0.72
8853,8853,342.83,127.92,137.13,0.88
8854,8854,64.51,24.07,25.8,0.91
8855,8855,269.18,100.44,107.67,0.73
8856,8856,532.65,198.75,213.06,0.89
8857,8857,209.07,78.01,83.63,0.8
8858,8858,159.75,59.61,63.9,0.81
8859,8859,47.57,17.75,19.03,0.65
8860,8860,206.17,76.93,82.47,0.91
8861,8861,112.96,42.15,45.18,0.94
8862,8862,642.72,239.82,257.09,0.84
8863,8863,170.34,63.56,68.14,0.82
8864,8864,56.01,20.9,22.4,0.9
8865,8865,190.6,71.12,76.24,0.89
8866,8866,37.31,13.92,14.92,0.74
8867,8867,107.98,40.29,43.19,0.88
8868,8868,48.4,18.06,19.36,0.61
8869,8869,71.23,26.58,28.49,0.71
8870,8870,100.23,37.4,40.09,0.95
8871,8871,398.09,148.54,159.24,0.66
8872,8872,355.53,132.66,142.21,0.66
8873,8873,226.75,84.61,90.7,0.84
8874,8874,65.34,24.38,26.14,0.73
8875,8875,438.8,163.73,175.52,0.61
8876,8876,231.85,86.51,92.74,0.84
8877,8877,330.26,123.23,132.1,0.93
8878,8878,103.64,38.67,41.46,0.73
8879,8879,128.43,47.92,51.37,0.68
8880,8880,383.91,143.25,153.56,0.83
8881,8881,49.15,18.34,19.66,0.68
8882,8882,90.53,33.78,36.21,0.74
8883,8883,214.08,79.88,85.63,0.69
8884,8884,137.75,51.4,55.1,0.83
8885,8885,9.89,3.69,3.96,0.72
8886,8886,183.71,68.55,73.48,0.94
8887,8887,54.11,20.19,21.64,0.69
8888,8888,281.96,105.21,112.78,0.7
8889,8889,243.26,90.77,97.3,0.73
8890,8890,297.35,110.95,118.94,0.84
8891,8891,226.33,84.45,90.53,0.63
8892,8892,41.19,15.37,16.48,0.73
8893,8893,568.35,212.07,227.34,0.9
8894,8894,210.89,78.69,84.36,0.63
8895,8895,200.57,74.84,80.23,0.67
8896,8896,283.6,105.82,113.44,0.76
8897,8897,222.31,82.95,88.92,0.62
8898,8898,245.46,91.59,98.18,0.63
8899,8899,19.81,7.39,7.92,0.76
8900,8900,61.72,23.03,24.69,0.77
8901,8901,126.09,47.05,50.44,0.7
8902,8902,250.02,93.29,100.01,0.78
8903,8903,56.15,20.95,22.46,0.94
8904,8904,245.94,91.77,98.38,0.91
8905,8905,194.62,72.62,77.85,0.71
8906,8906,220.91,82.43,88.36,0.77
8907,8907,92.78,34.62,37.11,0.8
8908,8908,186.61,69.63,74.64,0.91
8909,8909,225.79,84.25,90.32,0.75
8910,8910,220.72,82.36,88.29,0.94
8911,8911,415.83,155.16,166.33,0.83
8912,8912,112.27,41.89,44.91,0.66
8913,8913,30.66,11.44,12.26,0.83
8914,8914,102.8,38.36,41.12,0.61
8915,8915,307.99,114.92,123.2,0.83
8916,8916,260.28,97.12,104.11,0.81
8917,8917,337.79,126.04,135.12,0.77
8918,8918,84.9,31.68,33.96,0.77
8919,8919,214.05,79.87,85.62,0.62
8920,8920,151.98,56.71,60.79,0.62
8921,8921,86.54,32.29,34.62,0.71
8922,8922,112.32,41.91,44.93,0.66
8923,8923,127.19,47.46,50.88,0.72
8924,8924,281.83,105.16,112.73,0.95
8925,8925,91.74,34.23,36.7,0.88
8926,8926,404.06,150.77,161.62,0.65
8927,8927,227.61,84.93,91.04,0.61
8928,8928,53.68,20.03,21.47,0.62
8929,8929,543.08,202.64,217.23,0.69
8930,8930,283.76,105.88,113.5,0.67
8931,8931,155.84,58.15,62.34,0.78
8932,8932,335.05,125.02,134.02,0.86
8933,8933,380.45,141.96,152.18,0.64
8934,8934,179.64,67.03,71.86,0.79
8935,8935,47.52,17.73,19.01,0.86
8936,8936,220.89,82.42,88.36,0.84
8937,8937,91.33,34.08,36.53,0.8
8938,8938,295.42,110.23,118.17,0.76
8939,8939,27.5,10.26,11.0,0.68
8940,8940,241.28,90.03,96.51,0.9
8941,8941,52.98,19.77,21.19,0.65
8942,8942,301.93,112.66,120.77,0.72
8943,8943,335.46,125.17,134.18,0.65
8944,8944,397.79,148.43,159.12,0.71
8945,8945,53.65,20.02,21.46,0.82
8946,8946,74.58,27.83,29.83,0.77
8947,8947,100.1,37.35,40.04,0.66
8948,8948,238.01,88.81,95.2,0.6
8949,8949,145.98,54.47,58.39,0.67
8950,8950,423.04,157.85,169.22,0.82
8951,8951,4.56,1.7,1.82,0.8
8952,8952,208.96,77.97,83.58,0.62
8953,8953,285.21,106.42,114.08,0.78
8954,8954,163.51,61.01,65.4,0.61
8955,8955,59.68,22.27,23.87,0.63
8956,8956,405.73,151.39,162.29,0.67
8957,8957,275.99,102.98,110.4,0.76
8958,8958,503.17,187.75,201.27,0.65
8959,8959,120.44,44.94,48.18,0.87
8960,8960,149.52,55.79,59.81,0.76
8961,8961,93.69,34.96,37.48,0.75
8962,8962,75.58,28.2,30.23,0.92
8963,8963,91.31,34.07,36.52,0.91
8964,8964,215.95,80.58,86.38,0.83
8965,8965,133.71,49.89,53.48,0.79
8966,8966,142.09,53.02,56.84,0.61
8967,8967,180.44,67.33,72.18,0.83
8968,8968,253.05,94.42,101.22,0.77
8969,8969,0.21,0.08,0.08,0.68
8970,8970,135.21,50.45,54.08,0.65
8971,8971,6.19,2.31,2.48,0.66
8972,8972,27.66,10.32,11.06,0.9
8973,8973,115.72,43.18,46.29,0.64
8974,8974,53.09,19.81,21.24,0.66
8975,8975,78.44,29.27,31.38,0.85
8976,8976,82.36,30.73,32.94,0.91
8977,8977,35.38,13.2,14.15,0.6
8978,8978,69.41,25.9,27.76,0.67
8979,8979,422.98,157.83,169.19,0.63
8980,8980,68.31,25.49,27.32,0.76
8981,8981,419.66,156.59,167.86,0.82
8982,8982,69.49,25.93,27.8,0.71
8983,8983,59.07,22.04,23.63,0.84
8984,8984,160.67,59.95,64.27,0.88
8985,8985,147.27,54.95,58.91,0.86
8986,8986,26.53,9.9,10.61,0.85
8987,8987,10.21,3.81,4.08,0.6
8988,8988,154.9,57.8,61.96,0.84
8989,8989,36.64,13.67,14.66,0.64
8990,8990,405.24,151.21,162.1,0.81
8991,8991,3.03,1.13,1.21,0.89
8992,8992,119.39,44.55,47.76,0.86
8993,8993,27.36,10.21,10.94,0.68
8994,8994,11.9,4.44,4.76,0.63
8995,8995,50.44,18.82,20.18,0.61
8996,8996,204.7,76.38,81.88,0.77
8997,8997,206.39,77.01,82.56,0.64
8998,8998,34.95,13.04,13.98,0.79
8999,8999,99.62,37.17,39.85,0.64
9000,9000,135.82,50.68,54.33,0.81
9001,9001,74.48,27.79,29.79,0.95
9002,9002,217.96,81.33,87.18,0.66
9003,9003,4.29,1.6,1.72,0.83
9004,9004,598.44,223.3,239.38,0.71
9005,9005,194.76,72.67,77.9,0.82
9006,9006,39.91,14.89,15.96,0.69
9007,9007,196.6,73.36,78.64,0.7
9008,9008,187.73,70.05,75.09,0.76
9009,9009,107.74,40.2,43.1,0.91
9010,9010,47.11,17.58,18.84,0.6
9011,9011,130.78,48.8,52.31,0.69
9012,9012,76.73,28.63,30.69,0.65
9013,9013,227.96,85.06,91.18,0.72
9014,9014,119.07,44.43,47.63,0.75
9015,9015,402.11,150.04,160.84,0.79
9016,9016,191.08,71.3,76.43,0.63
9017,9017,419.8,156.64,167.92,0.79
9018,9018,254.28,94.88,101.71,0.92
9019,9019,89.51,33.4,35.8,0.8
9020,9020,468.49,174.81,187.4,0.88
9021,9021,26.93,10.05,10.77,0.66
9022,9022,179.91,67.13,71.96,0.83
9023,9023,368.53,137.51,147.41,0.63
9024,9024,266.23,99.34,106.49,0.77
9025,9025,535.54,199.83,214.22,0.69
9026,9026,330.95,123.49,132.38,0.78
9027,9027,17.37,6.48,6.95,0.77
9028,9028,162.54,60.65,65.02,0.63
9029,9029,7.26,2.71,2.9,0.95
9030,9030,459.83,171.58,183.93,0.76
9031,9031,98.62,36.8,39.45,0.77
9032,9032,211.13,78.78,84.45,0.74
9033,9033,72.68,27.12,29.07,0.68
9034,9034,175.0,65.3,70.0,0.92
9035,9035,112.32,41.91,44.93,0.62
9036,9036,125.64,46.88,50.26,0.9
9037,9037,80.24,29.94,32.1,0.65
9038,9038,216.14,80.65,86.46,0.65
9039,9039,124.3,46.38,49.72,0.69
9040,9040,303.78,113.35,121.51,0.85
9041,9041,77.05,28.75,30.82,0.95
9042,9042,810.27,302.34,324.11,0.84
9043,9043,81.53,30.42,32.61,0.72
9044,9044,440.3,164.29,176.12,0.92
9045,9045,320.98,119.77,128.39,0.79
9046,9046,397.9,148.47,159.16,0.95
9047,9047,146.19,54.55,58.48,0.78
9048,9048,156.86,58.53,62.74,0.77
9049,9049,129.98,48.5,51.99,0.71
9050,9050,33.9,12.65,13.56,0.83
9051,9051,24.95,9.31,9.98,0.74
9052,9052,28.01,10.45,11.2,0.85
9053,9053,14.12,5.27,5.65,0.86
9054,9054,84.1,31.38,33.64,0.83
9055,9055,163.53,61.02,65.41,0.62
9056,9056,165.97,61.93,66.39,0.85
9057,9057,403.61,150.6,161.44,0.85
9058,9058,15.87,5.92,6.35,0.84
9059,9059,124.16,46.33,49.66,0.78
9060,9060,349.71,130.49,139.88,0.79
9061,9061,423.87,158.16,169.55,0.93
9062,9062,174.12,64.97,69.65,0.64
9063,9063,0.83,0.31,0.33,0.82
9064,9064,18.33,6.84,7.33,0.85
9065,9065,141.08,52.64,56.43,0.93
9066,9066,25.59,9.55,10.24,0.6
9067,9067,0.24,0.09,0.1,0.77
9068,9068,411.81,153.66,164.72,0.75
9069,9069,268.72,100.27,107.49,0.72
9070,9070,196.95,73.49,78.78,0.72
9071,9071,58.67,21.89,23.47,0.81
9072,9072,261.49,97.57,104.6,0.65
9073,9073,56.15,20.95,22.46,0.86
9074,9074,75.95,28.34,30.38,0.94
9075,9075,44.78,16.71,17.91,0.86
9076,9076,142.47,53.16,56.99,0.68
9077,9077,248.09,92.57,99.24,0.9
9078,9078,222.57,83.05,89.03,0.86
9079,9079,187.95,70.13,75.18,0.64
9080,9080,523.56,195.36,209.42,0.78
9081,9081,262.05,97.78,104.82,0.9
9082,9082,370.03,138.07,148.01,0.92
9083,9083,229.68,85.7,91.87,0.85
9084,9084,93.61,34.93,37.44,0.75
9085,9085,348.27,129.95,139.31,0.87
9086,9086,700.5,261.38,280.2,0.87
9087,9087,184.2,68.73,73.68,0.79
9088,9088,68.85,25.69,27.54,0.91
9089,9089,136.65,50.99,54.66,0.7
9090,9090,223.57,83.42,89.43,0.81
9091,9091,72.09,26.9,28.84,0.94
9092,9092,20.07,7.49,8.03,0.61
9093,9093,265.91,99.22,106.36,0.9
9094,9094,370.7,138.32,148.28,0.74
9095,9095,240.77,89.84,96.31,0.6
9096,9096,196.12,73.18,78.45,0.83
9097,9097,110.93,41.39,44.37,0.92
9098,9098,97.15,36.25,38.86,0.86
9099,9099,104.92,39.15,41.97,0.69
9100,9100,108.57,40.51,43.43,0.69
9101,9101,180.07,67.19,72.03,0.85
9102,9102,171.23,63.89,68.49,0.63
9103,9103,73.86,27.56,29.54,0.62
9104,9104,19.94,7.44,7.98,0.81
9105,9105,36.61,13.66,14.64,0.79
9106,9106,647.3,241.53,258.92,0.61
9107,9107,407.17,151.93,162.87,0.91
9108,9108,433.7,161.83,173.48,0.71
9109,9109,195.83,73.07,78.33,0.78
9110,9110,257.07,95.92,102.83,0.82
9111,9111,90.8,33.88,36.32,0.7
9112,9112,514.13,191.84,205.65,0.94
9113,9113,66.49,24.81,26.6,0.65
9114,9114,20.61,7.69,8.24,0.66
9115,9115,117.44,43.82,46.98,0.66
9116,9116,287.81,107.39,115.12,0.74
9117,9117,70.24,26.21,28.1,0.69
9118,9118,42.99,16.04,17.2,0.6
9119,9119,178.01,66.42,71.2,0.78
9120,9120,338.86,126.44,135.54,0.85
9121,9121,74.88,27.94,29.95,0.92
9122,9122,247.95,92.52,99.18,0.67
9123,9123,490.79,183.13,196.32,0.68
9124,9124,72.36,27.0,28.94,0.82
9125,9125,150.03,55.98,60.01,0.83
9126,9126,441.99,164.92,176.8,0.86
9127,9127,206.09,76.9,82.44,0.9
9128,9128,174.33,65.05,69.73,0.79
9129,9129,81.69,30.48,32.68,0.7
9130,9130,518.07,193.31,207.23,0.89
9131,9131,96.0,35.82,38.4,0.78
9132,9132,18.89,7.05,7.56,0.7
9133,9133,556.48,207.64,222.59,0.77
9134,9134,109.16,40.73,43.66,0.94
9135,9135,617.18,230.29,246.87,0.63
9136,9136,110.93,41.39,44.37,0.68
9137,9137,66.36,24.76,26.54,0.62
9138,9138,603.08,225.03,241.23,0.92
9139,9139,465.19,173.58,186.08,0.77
9140,9140,129.85,48.45,51.94,0.62
9141,9141,28.94,10.8,11.58,0.87
9142,9142,128.16,47.82,51.26,0.63
9143,9143,42.91,16.01,17.16,0.79
9144,9144,323.66,120.77,129.46,0.82
9145,9145,149.62,55.83,59.85,0.95
9146,9146,374.8,139.85,149.92,0.84
9147,9147,145.6,54.33,58.24,0.61
9148,9148,193.01,72.02,77.2,0.7
9149,9149,47.81,17.84,19.12,0.67
9150,9150,350.25,130.69,140.1,0.6
9151,9151,162.14,60.5,64.86,0.82
9152,9152,316.08,117.94,126.43,0.86
9153,9153,59.95,22.37,23.98,0.78
9154,9154,139.79,52.16,55.92,0.85
9155,9155,240.37,89.69,96.15,0.69
9156,9156,369.84,138.0,147.94,0.83
9157,9157,278.96,104.09,111.58,0.64
9158,9158,120.71,45.04,48.28,0.85
9159,9159,35.46,13.23,14.18,0.9
9160,9160,204.43,76.28,81.77,0.76
9161,9161,13.59,5.07,5.44,0.87
9162,9162,236.56,88.27,94.62,0.85
9163,9163,38.27,14.28,15.31,0.64
9164,9164,194.59,72.61,77.84,0.64
9165,9165,593.43,221.43,237.37,0.8
9166,9166,88.76,33.12,35.5,0.74
9167,9167,112.27,41.89,44.91,0.82
9168,9168,274.38,102.38,109.75,0.68
9169,9169,74.21,27.69,29.68,0.73
9170,9170,100.29,37.42,40.12,0.73
9171,9171,55.07,20.55,22.03,0.66
9172,9172,485.51,181.16,194.2,0.76
9173,9173,222.17,82.9,88.87,0.71
9174,9174,186.55,69.61,74.62,0.61
9175,9175,115.13,42.96,46.05,0.9
9176,9176,81.42,30.38,32.57,0.89
9177,9177,436.92,163.03,174.77,0.69
9178,9178,150.78,56.26,60.31,0.72
9179,9179,132.07,49.28,52.83,0.94
9180,9180,59.5,22.2,23.8,0.85
9181,9181,178.35,66.55,71.34,0.88
9182,9182,121.62,45.38,48.65,0.7
9183,9183,3.97,1.48,1.59,0.89
9184,9184,266.12,99.3,106.45,0.89
9185,9185,403.21,150.45,161.28,0.93
9186,9186,51.72,19.3,20.69,0.92
9187,9187,149.06,55.62,59.62,0.7
9188,9188,80.35,29.98,32.14,0.89
9189,9189,82.52,30.79,33.01,0.74
9190,9190,187.55,69.98,75.02,0.74
9191,9191,250.93,93.63,100.37,0.9
9192,9192,86.81,32.39,34.72,0.91
9193,9193,195.48,72.94,78.19,0.78
9194,9194,129.77,48.42,51.91,0.66
9195,9195,184.14,68.71,73.66,0.63
9196,9196,198.56,74.09,79.42,0.92
9197,9197,56.17,20.96,22.47,0.9
9198,9198,427.54,159.53,171.02,0.76
9199,9199,81.42,30.38,32.57,0.74
9200,9200,53.33,19.9,21.33,0.63
9201,9201,57.27,21.37,22.91,0.72
9202,9202,59.66,22.26,23.86,0.64
9203,9203,492.58,183.8,197.03,0.91
9204,9204,590.11,220.19,236.04,0.92
9205,9205,74.64,27.85,29.86,0.61
9206,9206,95.81,35.75,38.32,0.88
9207,9207,33.53,12.51,13.41,0.91
9208,9208,123.49,46.08,49.4,0.76
9209,9209,47.38,17.68,18.95,0.7
9210,9210,167.1,62.35,66.84,0.88
9211,9211,71.5,26.68,28.6,0.72
9212,9212,140.54,52.44,56.22,0.71
9213,9213,177.44,66.21,70.98,0.82
9214,9214,110.98,41.41,44.39,0.72
9215,9215,166.21,62.02,66.48,0.77
9216,9216,177.17,66.11,70.87,0.88
9217,9217,178.86,66.74,71.54,0.62
9218,9218,103.37,38.57,41.35,0.9
9219,9219,142.79,53.28,57.12,0.7
9220,9220,414.97,154.84,165.99,0.95
9221,9221,1.55,0.58,0.62,0.63
9222,9222,607.58,226.71,243.03,0.79
9223,9223,169.94,63.41,67.98,0.66
9224,9224,235.76,87.97,94.3,0.66
9225,9225,0.16,0.06,0.06,0.71
9226,9226,117.33,43.78,46.93,0.9
9227,9227,96.37,35.96,38.55,0.94
9228,9228,81.63,30.46,32.65,0.74
9229,9229,240.05,89.57,96.02,0.73
9230,9230,241.01,89.93,96.4,0.81
9231,9231,111.7,41.68,44.68,0.77
9232,9232,278.59,103.95,111.44,0.69
9233,9233,136.17,50.81,54.47,0.68
9234,9234,120.49,44.96,48.2,0.92
9235,9235,131.35,49.01,52.54,0.65
9236,9236,308.17,114.99,123.27,0.66
9237,9237,164.23,61.28,65.69,0.87
9238,9238,1099.58,410.29,439.83,0.94
9239,9239,107.6,40.15,43.04,0.63
9240,9240,617.28,230.33,246.91,0.88
9241,9241,486.45,181.51,194.58,0.78
9242,9242,143.03,53.37,57.21,0.62
9243,9243,245.03,91.43,98.01,0.92
9244,9244,657.67,245.4,263.07,0.63
9245,9245,291.29,108.69,116.52,0.82
9246,9246,179.69,67.05,71.88,0.82
9247,9247,87.07,32.49,34.83,0.83
9248,9248,545.86,203.68,218.34,0.88
9249,9249,201.4,75.15,80.56,0.86
9250,9250,68.42,25.53,27.37,0.64
9251,9251,185.83,69.34,74.33,0.85
9252,9252,285.61,106.57,114.24,0.61
9253,9253,184.63,68.89,73.85,0.89
9254,9254,87.56,32.67,35.02,0.72
9255,9255,168.68,62.94,67.47,0.86
9256,9256,15.12,5.64,6.05,0.74
9257,9257,77.59,28.95,31.04,0.6
9258,9258,90.8,33.88,36.32,0.79
9259,9259,62.71,23.4,25.08,0.74
9260,9260,81.85,30.54,32.74,0.73
9261,9261,346.04,129.12,138.42,0.74
9262,9262,166.56,62.15,66.62,0.86
9263,9263,374.5,139.74,149.8,0.73
9264,9264,45.45,16.96,18.18,0.88
9265,9265,103.82,38.74,41.53,0.65
9266,9266,196.34,73.26,78.54,0.65
9267,9267,233.83,87.25,93.53,0.62
9268,9268,391.9,146.23,156.76,0.75
9269,9269,236.86,88.38,94.74,0.83
9270,9270,307.69,114.81,123.08,0.91
9271,9271,88.12,32.88,35.25,0.95
9272,9272,199.74,74.53,79.9,0.88
9273,9273,39.07,14.58,15.63,0.9
9274,9274,129.9,48.47,51.96,0.87
9275,9275,48.03,17.92,19.21,0.87
9276,9276,138.72,51.76,55.49,0.64
9277,9277,90.99,33.95,36.4,0.75
9278,9278,365.82,136.5,146.33,0.72
9279,9279,102.3,38.17,40.92,0.79
9280,9280,73.38,27.38,29.35,0.79
9281,9281,281.64,105.09,112.66,0.89
9282,9282,407.82,152.17,163.13,0.64
9283,9283,243.93,91.02,97.57,0.88
9284,9284,290.0,108.21,116.0,0.92
9285,9285,56.66,21.14,22.66,0.67
9286,9286,10.53,3.93,4.21,0.9
9287,9287,141.18,52.68,56.47,0.69
9288,9288,456.97,170.51,182.79,0.67
9289,9289,218.47,81.52,87.39,0.68
9290,9290,109.13,40.72,43.65,0.65
9291,9291,146.54,54.68,58.62,0.88
9292,9292,63.81,23.81,25.52,0.85
9293,9293,335.59,125.22,134.24,0.64
9294,9294,28.3,10.56,11.32,0.61
9295,9295,62.79,23.43,25.12,0.88
9296,9296,66.95,24.98,26.78,0.91
9297,9297,821.77,306.63,328.71,0.65
9298,9298,166.67,62.19,66.67,0.8
9299,9299,21.44,8.0,8.58,0.8
9300,9300,138.98,51.86,55.59,0.8
9301,9301,36.69,13.69,14.68,0.62
9302,9302,51.46,19.2,20.58,0.6
9303,9303,30.39,11.34,12.16,0.76
9304,9304,126.82,47.32,50.73,0.6
9305,9305,221.34,82.59,88.54,0.85
9306,9306,115.53,43.11,46.21,0.62
9307,9307,62.98,23.5,25.19,0.65
9308,9308,172.19,64.25,68.88,0.86
9309,9309,178.6,66.64,71.44,0.91
9310,9310,154.77,57.75,61.91,0.67
9311,9311,60.92,22.73,24.37,0.9
9312,9312,242.75,90.58,97.1,0.65
9313,9313,121.51,45.34,48.6,0.87
9314,9314,200.68,74.88,80.27,0.65
9315,9315,115.67,43.16,46.27,0.63
9316,9316,66.71,24.89,26.68,0.81
9317,9317,108.89,40.63,43.56,0.76
9318,9318,188.3,70.26,75.32,0.78
9319,9319,169.03,63.07,67.61,0.85
9320,9320,10.16,3.79,4.06,0.77
9321,9321,290.03,108.22,116.01,0.89
9322,9322,173.05,64.57,69.22,0.78
