shipment_id,vessel_id,origin_port_id,destination_port_id,corridor_id,cargo_type_id,shipment_date,arrival_date,cargo_weight_tons,distance_km,revenue_eur,fuel_consumption_l,delay_hours,on_time_flag
1235,VSL-1732,12,6,5,5,2024-12-26,2025-01-06,50.66,813.69,2695.74,62.27,0.0,1
1236,VSL-4539,4,1,1,2,2024-05-25,2024-05-26,34.83,452.69,1832.04,28.9,17.65,0
1237,VSL-5270,10,6,1,3,2024-05-11,2024-05-12,80.27,1387.95,4291.09,158.43,0.0,1
1238,VSL-3346,7,12,5,2,2025-02-13,2025-02-16,37.73,549.37,1996.37,40.31,0.0,1
1239,VSL-4156,9,4,1,1,2025-10-06,2025-10-07,27.83,482.2,1487.94,26.78,0.0,1
1240,VSL-3514,12,6,5,5,2025-11-04,2025-11-05,16.78,276.5,894.3,7.01,0.0,1
1241,VSL-9707,6,8,1,4,2024-01-27,2024-01-28,15.05,295.58,811.62,5.55,0.0,1
1242,VSL-6464,2,12,4,5,2025-02-20,2025-02-21,47.44,505.69,2473.14,39.35,0.0,1
1243,VSL-7203,5,3,5,2,2024-10-07,2024-10-10,51.75,522.6,2692.02,37.24,0.4,1
1244,VSL-9021,2,3,4,2,2025-06-23,2025-06-24,57.92,1001.05,3096.21,75.75,15.12,0
1245,VSL-2623,2,10,4,3,2025-12-18,2025-12-19,53.95,848.18,2867.14,58.66,0.0,1
1246,VSL-9711,1,4,1,3,2026-02-08,2026-02-10,33.75,468.98,1781.3,21.29,0.0,1
1247,VSL-3547,9,11,5,4,2025-05-03,2025-05-06,73.8,1175.12,3925.02,109.19,0.0,1
1248,VSL-7064,11,3,5,2,2025-01-22,2025-01-24,70.27,1101.52,3733.8,98.1,1.88,0
1249,VSL-8678,12,4,5,5,2025-03-04,2025-03-05,70.35,1200.72,3757.64,99.94,14.66,0
1250,VSL-4748,9,5,5,3,2025-03-14,2025-03-15,55.43,842.87,2940.07,80.29,0.84,0
1251,VSL-2302,5,12,2,1,2024-11-08,2024-11-16,61.03,858.4,3223.18,68.77,0.0,1
1252,VSL-9074,2,5,4,1,2024-06-18,2024-06-19,56.81,894.94,3019.49,55.14,0.0,1
1253,VSL-9722,1,8,1,5,2026-01-18,2026-01-20,70.95,806.3,3708.76,85.68,0.0,1
1254,VSL-7962,12,2,4,4,2024-01-15,2024-01-16,73.39,1186.19,3906.74,166.35,0.0,1
1255,VSL-9652,12,9,5,3,2024-09-07,2024-09-08,19.38,386.48,1046.3,12.44,2.99,0
1256,VSL-9577,11,10,5,1,2025-09-13,2025-09-22,60.29,873.39,3189.18,61.53,2.55,0
1257,VSL-7925,4,3,5,1,2025-01-10,2025-01-15,61.29,1127.37,3289.97,104.59,18.86,0
1258,VSL-9832,8,7,1,2,2025-01-17,2025-01-18,29.61,583.24,1597.15,23.11,0.0,1
1259,VSL-7449,2,6,4,3,2025-05-09,2025-05-10,32.71,423.12,1720.12,16.79,0.0,1
1260,VSL-1942,4,6,1,5,2024-02-06,2024-02-10,47.18,913.13,2541.63,81.53,12.3,0
1261,VSL-4050,6,1,1,5,2025-04-16,2025-04-17,41.26,548.16,2172.63,30.62,0.0,1
1262,VSL-3518,7,6,1,1,2024-04-13,2024-04-16,17.87,255.68,944.64,5.47,0.0,1
1263,VSL-7477,7,2,4,4,2024-01-08,2024-01-09,84.99,982.17,4445.93,138.29,0.0,1
1264,VSL-8185,6,5,5,3,2025-03-14,2025-03-17,77.63,1468.91,4175.28,175.2,0.0,1
1265,VSL-4251,11,8,5,2,2024-05-23,2024-05-24,39.94,540.68,2105.14,30.97,0.0,1
1266,VSL-1517,2,5,4,3,2024-02-11,2024-02-12,55.27,626.59,2888.82,49.21,0.0,1
1267,VSL-9012,3,12,5,2,2025-05-05,2025-05-11,34.32,672.57,1850.51,45.77,0.0,1
1268,VSL-7370,9,8,1,2,2024-11-28,2024-11-29,36.19,633.72,1936.24,40.83,0.0,1
1269,VSL-4874,3,2,4,1,2026-03-22,2026-03-23,48.66,496.89,2532.38,27.94,0.0,1
1270,VSL-5742,1,12,3,3,2025-03-15,2025-03-18,35.68,705.19,1925.04,43.72,0.0,1
1271,VSL-4061,5,9,5,1,2026-02-18,2026-02-20,38.4,548.72,2029.74,34.08,0.0,1
1272,VSL-4250,4,6,1,1,2024-09-26,2024-10-05,54.79,1092.65,2958.03,74.67,9.12,0
1273,VSL-3436,8,2,4,5,2025-09-17,2025-09-21,21.99,259.74,1151.45,11.38,0.0,1
1274,VSL-7984,4,2,4,2,2025-02-14,2025-02-16,54.14,562.17,2819.43,60.58,6.79,0
1275,VSL-4791,1,11,3,2,2024-04-03,2024-04-07,34.73,647.49,1866.0,31.04,0.0,1
1276,VSL-2803,4,7,1,4,2025-05-05,2025-05-06,50.76,538.74,2645.75,39.03,0.0,1
1277,VSL-3977,5,7,5,3,2024-12-25,2025-01-01,71.46,1223.1,3817.62,108.99,1.57,0
1278,VSL-2650,1,2,3,1,2025-11-07,2025-11-08,97.28,1697.3,5203.46,200.11,0.0,1
1279,VSL-1223,7,3,5,3,2025-05-18,2025-05-24,72.14,983.69,3803.74,92.56,0.0,1
1280,VSL-9664,11,9,5,2,2024-12-05,2024-12-06,62.82,854.71,3311.94,97.19,0.0,1
1281,VSL-2742,10,6,1,2,2025-10-27,2025-10-29,66.61,849.91,3500.48,89.69,0.0,1
1282,VSL-4120,3,12,5,5,2024-05-03,2024-05-04,29.65,308.67,1544.23,18.01,2.92,0
1283,VSL-8769,4,9,1,1,2024-03-17,2024-03-20,39.01,757.5,2102.0,47.84,0.0,1
1284,VSL-6690,4,10,1,2,2024-02-14,2024-02-15,67.19,757.79,3511.06,72.21,0.0,1
1285,VSL-9255,6,9,1,1,2025-03-22,2025-03-23,50.51,539.3,2633.36,38.65,0.29,1
1286,VSL-1996,1,4,1,5,2024-10-07,2024-10-09,11.61,196.99,619.9,2.58,0.0,1
1287,VSL-3711,12,4,5,4,2025-05-21,2025-05-28,55.04,927.26,2937.45,95.45,2.64,0
1288,VSL-4015,8,10,1,4,2025-07-29,2025-08-01,42.48,755.88,2275.18,44.98,0.0,1
1289,VSL-9401,1,4,1,5,2024-08-11,2024-08-12,44.42,707.22,2362.44,31.69,0.37,1
1290,VSL-2951,8,10,1,5,2024-09-22,2024-09-23,44.4,578.71,2335.74,31.36,0.0,1
1291,VSL-5550,3,5,5,1,2025-06-30,2025-07-03,52.71,652.66,2766.03,35.75,0.0,1
1292,VSL-2903,3,6,5,1,2025-10-19,2025-10-22,53.3,1055.35,2876.07,111.91,0.0,1
1293,VSL-9999,1,12,3,3,2025-10-09,2025-10-10,29.84,478.98,1587.8,19.57,0.0,1
1294,VSL-1170,5,3,5,4,2025-09-18,2025-09-19,27.66,358.17,1454.63,19.67,0.0,1
1295,VSL-2743,6,4,1,3,2024-06-29,2024-07-01,7.1,89.18,372.84,0.64,0.0,1
1296,VSL-4614,12,7,5,3,2025-10-03,2025-10-04,60.66,991.37,3231.27,93.26,8.82,0
1297,VSL-8308,6,5,5,2,2025-08-18,2025-08-22,60.98,993.85,3247.77,112.62,0.0,1
1298,VSL-4031,4,8,1,3,2024-05-31,2024-06-09,44.9,854.07,2415.81,41.94,0.0,1
1299,VSL-6081,3,5,5,5,2025-05-17,2025-05-18,51.72,1005.1,2787.02,61.36,0.0,1
1300,VSL-5018,3,4,5,4,2025-12-04,2025-12-12,5.61,90.2,298.54,0.54,0.0,1
1301,VSL-1193,8,12,5,4,2024-04-12,2024-04-18,45.4,782.84,2426.57,40.42,0.0,1
1302,VSL-1716,10,2,4,4,2025-01-28,2025-01-30,32.97,336.53,1715.81,20.27,0.0,1
1303,VSL-1153,3,5,5,1,2024-10-01,2024-10-03,57.35,655.3,2998.56,61.16,0.0,1
1304,VSL-8279,2,10,4,3,2025-12-25,2025-12-28,43.73,474.46,2281.39,23.64,0.0,1
1305,VSL-9906,3,6,5,3,2025-05-05,2025-05-10,58.4,674.24,3054.85,41.58,0.0,1
1306,VSL-7804,2,1,3,1,2024-04-15,2024-04-16,62.14,959.84,3298.97,65.76,4.72,0
1307,VSL-5699,3,1,3,2,2024-01-25,2024-01-26,30.24,370.95,1586.19,15.54,0.0,1
1308,VSL-3778,4,12,5,4,2025-12-04,2025-12-07,60.7,1143.72,3263.74,126.54,0.0,1
1309,VSL-2389,2,5,4,1,2024-10-15,2024-10-16,52.24,709.06,2753.81,59.85,0.0,1
1310,VSL-7967,1,11,3,2,2024-07-01,2024-07-02,84.89,1212.76,4487.05,137.42,0.0,1
1311,VSL-9179,3,12,5,3,2025-10-01,2025-10-02,44.38,806.63,2380.33,48.27,0.0,1
1312,VSL-3435,11,6,5,3,2025-12-29,2025-12-30,58.5,1052.23,3135.45,110.11,0.56,0
1313,VSL-8838,11,3,5,3,2024-05-31,2024-06-01,98.53,1370.16,5200.53,232.38,0.0,1
1314,VSL-3089,2,3,4,5,2025-03-13,2025-03-14,58.66,1149.49,3162.9,86.21,0.0,1
1315,VSL-6463,3,8,5,3,2024-11-22,2024-11-23,22.45,335.45,1189.59,11.16,1.24,0
1316,VSL-9724,3,12,5,2,2025-01-27,2025-02-05,38.7,549.02,2044.8,31.81,0.0,1
1317,VSL-4593,9,4,1,4,2024-03-26,2024-03-28,8.16,129.01,433.8,1.5,0.0,1
1318,VSL-8764,12,2,4,2,2025-01-05,2025-01-06,78.26,784.84,4069.97,122.47,0.0,1
1319,VSL-3283,3,2,4,1,2024-12-23,2024-12-25,71.72,976.01,3781.2,129.45,0.0,1
1320,VSL-4679,5,9,5,2,2025-07-18,2025-07-19,71.1,1401.96,3835.39,190.68,0.0,1
1321,VSL-7958,1,4,1,1,2025-12-13,2025-12-15,70.3,1197.89,3754.58,116.0,0.0,1
1322,VSL-3591,6,1,1,1,2025-11-09,2025-11-11,45.18,714.57,2401.91,47.68,0.0,1
1323,VSL-7823,1,4,1,3,2024-05-24,2024-05-26,55.04,593.88,2870.78,35.21,0.0,1
1324,VSL-8703,3,4,5,4,2026-01-31,2026-02-01,31.66,360.96,1655.19,17.46,2.06,0
1325,VSL-1983,7,6,1,4,2026-03-11,2026-03-12,30.08,494.77,1602.95,15.08,0.0,1
1326,VSL-7940,11,1,3,5,2026-02-08,2026-02-09,63.02,739.59,3298.92,54.08,0.0,1
1327,VSL-4724,11,8,5,5,2025-12-29,2026-01-04,50.76,928.66,2723.73,90.47,0.0,1
1328,VSL-4471,7,3,5,3,2024-04-04,2024-04-05,21.03,319.97,1115.49,13.31,0.0,1
1329,VSL-2264,7,11,5,1,2024-08-12,2024-08-13,102.42,1425.98,5406.2,266.17,4.95,0
1330,VSL-1895,12,8,5,4,2024-11-16,2024-11-19,27.76,458.79,1479.76,17.9,0.0,1
1331,VSL-6496,6,12,5,4,2024-07-18,2024-07-19,74.89,951.04,3934.71,78.66,0.0,1
1332,VSL-6064,1,5,3,3,2024-06-15,2024-06-20,52.64,811.48,2794.3,45.51,0.0,1
1333,VSL-1735,4,10,1,2,2025-10-15,2025-10-20,8.28,159.74,445.95,1.64,0.0,1
1334,VSL-6843,10,8,1,1,2024-02-19,2024-02-23,46.26,608.12,2434.62,54.67,0.0,1
1335,VSL-3122,5,8,5,5,2024-07-18,2024-07-19,56.67,744.91,2982.48,58.7,0.0,1
1336,VSL-3460,12,11,2,1,2024-12-05,2024-12-11,44.05,619.91,2326.48,47.55,0.0,1
1337,VSL-3482,1,11,3,4,2025-05-03,2025-05-04,46.31,734.64,2462.43,63.01,0.0,1
1338,VSL-3307,11,8,5,1,2025-10-02,2025-10-06,36.04,394.02,1880.8,24.4,11.6,0
1339,VSL-6593,12,3,5,5,2025-06-12,2025-06-13,66.97,1334.23,3615.35,143.75,0.0,1
1340,VSL-7350,8,3,5,3,2024-10-24,2024-11-03,5.06,68.83,266.77,0.65,0.0,1
1341,VSL-9151,4,5,5,5,2025-09-13,2025-09-14,37.87,407.1,1974.92,17.77,0.0,1
1342,VSL-2428,2,1,3,2,2026-02-23,2026-02-24,54.23,1014.35,2914.37,85.11,8.14,0
1343,VSL-6952,8,2,4,4,2024-11-17,2024-11-18,28.44,332.67,1488.53,12.26,0.0,1
1344,VSL-5194,6,2,4,1,2024-07-02,2024-07-03,36.23,619.77,1935.45,32.8,2.33,0
1345,VSL-5696,8,12,5,2,2024-05-06,2024-05-07,37.91,747.46,2044.99,42.17,0.0,1
1346,VSL-6138,7,8,1,5,2025-11-27,2025-11-30,5.89,66.5,307.8,0.54,5.35,0
1347,VSL-1699,6,2,4,4,2025-06-02,2025-06-05,45.82,664.43,2423.89,57.16,0.03,1
1348,VSL-3532,10,12,5,1,2026-01-28,2026-02-01,92.2,1650.92,4940.18,258.73,0.0,1
1349,VSL-8573,2,6,4,4,2024-06-11,2024-06-15,35.32,554.57,1876.91,36.31,0.0,1
1350,VSL-2787,11,2,4,3,2025-04-22,2025-04-26,51.64,758.33,2733.67,60.12,4.38,0
1351,VSL-6198,2,4,4,1,2025-02-10,2025-02-14,65.02,1149.69,3480.94,89.66,0.0,1
1352,VSL-1627,6,11,5,4,2024-08-05,2024-08-07,62.48,1063.59,3336.72,98.1,0.0,1
1353,VSL-7230,9,3,5,4,2024-05-29,2024-05-30,71.48,1172.43,3808.49,110.64,0.0,1
1354,VSL-7929,1,7,1,4,2025-04-29,2025-05-03,80.52,977.05,4221.41,95.31,0.0,1
1355,VSL-8396,5,6,5,2,2024-03-26,2024-03-27,53.02,605.35,2772.07,40.89,0.0,1
1356,VSL-8021,7,10,1,2,2025-11-16,2025-11-20,47.64,901.86,2562.37,50.87,0.0,1
1357,VSL-3632,6,5,5,2,2024-07-22,2024-07-29,60.83,820.76,3205.65,70.85,0.0,1
1358,VSL-4253,12,7,5,3,2025-12-10,2025-12-13,78.83,1237.88,4189.08,177.89,0.0,1
1359,VSL-6185,2,12,4,5,2025-09-23,2025-09-29,87.29,999.14,4564.33,145.13,0.85,0
1360,VSL-7658,1,4,1,4,2024-05-31,2024-06-01,72.2,1082.6,3826.52,102.9,0.0,1
1361,VSL-2596,5,10,5,1,2025-04-06,2025-04-09,33.05,642.27,1780.95,39.42,0.0,1
1362,VSL-4541,1,5,3,2,2025-03-06,2025-03-07,36.96,627.01,1973.4,41.12,0.0,1
1363,VSL-1265,6,4,1,2,2025-11-26,2025-11-27,42.59,671.57,2263.81,29.01,11.92,0
1364,VSL-7723,5,6,5,5,2024-05-07,2024-05-09,21.89,371.98,1168.9,13.43,0.0,1
1365,VSL-3880,6,7,1,5,2025-03-12,2025-03-13,54.45,829.37,2888.37,79.71,0.0,1
1366,VSL-5669,8,7,1,3,2024-06-30,2024-07-01,40.41,627.47,2145.99,29.48,0.0,1
1367,VSL-2625,11,12,2,4,2025-10-11,2025-10-16,72.17,926.12,3793.72,108.3,1.59,0
1368,VSL-9924,2,3,4,1,2025-10-27,2025-10-30,61.94,629.57,3222.91,75.36,0.0,1
1369,VSL-7891,2,12,4,4,2025-05-30,2025-05-31,53.44,845.01,2841.0,46.63,0.0,1
1370,VSL-3038,4,5,5,4,2025-07-18,2025-07-19,61.07,843.43,3222.19,61.58,0.0,1
1371,VSL-7138,6,9,1,4,2025-10-22,2025-10-23,61.94,1055.36,3308.07,113.82,0.0,1
1372,VSL-7794,4,10,1,3,2024-10-01,2024-10-02,31.03,583.24,1668.15,22.88,4.52,0
1373,VSL-9502,11,4,5,1,2025-02-28,2025-03-01,70.89,732.06,3690.91,53.26,0.0,1
1374,VSL-7412,12,10,5,3,2024-12-09,2024-12-13,60.74,710.91,3179.18,67.89,0.0,1
1375,VSL-7396,4,11,5,4,2024-02-22,2024-02-26,31.01,558.59,1662.22,27.33,0.0,1
1376,VSL-3069,12,3,5,4,2024-11-21,2024-11-22,78.69,1193.95,4173.29,135.05,0.0,1
1377,VSL-3605,9,2,4,5,2026-03-14,2026-03-15,43.35,603.44,2288.19,46.1,4.07,0
1378,VSL-3507,6,4,1,1,2024-04-05,2024-04-06,59.83,613.64,3114.23,37.14,0.0,1
1379,VSL-8433,1,11,3,5,2024-03-21,2024-03-24,63.58,999.35,3378.87,65.15,0.0,1
1380,VSL-9772,11,12,2,3,2024-07-10,2024-07-16,43.96,544.98,2307.0,45.47,0.0,1
1381,VSL-1379,4,8,1,3,2025-11-06,2025-11-07,56.7,596.34,2954.27,36.62,0.0,1
1382,VSL-5627,11,10,5,1,2024-04-23,2024-04-24,56.32,821.78,2980.36,73.86,0.0,1
1383,VSL-7402,5,3,5,1,2024-03-20,2024-03-22,65.14,973.35,3451.67,86.32,9.76,0
1384,VSL-7879,2,9,4,1,2025-02-27,2025-03-17,62.25,668.3,3246.16,81.51,0.0,1
1385,VSL-1515,7,6,1,4,2024-06-13,2024-06-14,48.05,566.9,2515.88,27.52,0.0,1
1386,VSL-9548,2,7,4,3,2025-05-10,2025-05-11,39.92,796.37,2155.27,50.87,0.0,1
1387,VSL-3496,12,5,2,1,2024-07-16,2024-07-17,74.3,1193.34,3953.67,136.19,0.0,1
1388,VSL-3073,4,7,1,1,2024-08-10,2024-08-12,38.05,391.72,1980.84,16.97,0.0,1
1389,VSL-5822,5,6,5,4,2024-07-23,2024-07-24,25.97,507.25,1399.95,17.76,0.0,1
1390,VSL-4242,8,9,1,4,2025-06-08,2025-06-09,63.84,1242.55,3440.51,152.49,0.0,1
1391,VSL-4372,11,5,2,4,2024-04-15,2024-04-19,76.7,1214.66,4077.93,164.57,0.0,1
1392,VSL-2762,12,8,5,4,2025-04-01,2025-04-02,62.59,891.12,3307.72,97.44,9.07,0
1393,VSL-2052,10,7,1,4,2024-07-23,2024-07-25,90.25,1414.35,4795.37,175.38,0.0,1
1394,VSL-9691,8,3,5,1,2025-06-07,2025-06-12,70.47,883.03,3700.11,87.73,0.0,1
1395,VSL-6861,6,8,1,1,2024-04-27,2024-04-29,52.9,624.17,2769.83,43.67,0.0,1
1396,VSL-1157,4,2,4,2,2025-11-03,2025-11-07,50.48,692.41,2662.48,40.02,0.0,1
1397,VSL-2085,6,1,1,3,2024-08-06,2024-08-07,33.63,492.81,1780.06,29.75,1.3,0
1398,VSL-2225,7,5,5,5,2024-08-05,2024-08-07,80.65,1231.74,4278.85,109.56,0.0,1
1399,VSL-4229,10,12,5,4,2025-11-29,2025-12-06,45.87,805.57,2454.61,48.69,0.0,1
1400,VSL-3803,1,9,1,4,2024-02-17,2024-02-19,61.21,1218.24,3304.15,105.98,0.0,1
1401,VSL-1076,10,6,1,5,2025-01-27,2025-01-28,72.37,894.8,3797.46,66.13,0.0,1
1402,VSL-6527,8,5,5,2,2025-02-16,2025-02-19,60.99,632.47,3175.99,59.15,0.0,1
1403,VSL-5500,11,1,3,1,2025-04-26,2025-04-28,48.68,533.1,2540.62,46.78,0.0,1
1404,VSL-7444,6,7,1,4,2024-03-22,2024-03-25,36.94,574.95,1961.99,27.89,0.0,1
1405,VSL-2683,5,9,5,4,2025-10-18,2025-10-21,61.17,1203.31,3299.16,82.54,0.0,1
1406,VSL-8138,1,5,3,1,2024-01-11,2024-01-12,46.79,532.81,2446.06,49.7,3.47,0
1407,VSL-9807,4,3,5,1,2024-07-14,2024-07-17,70.23,1210.84,3753.67,154.11,1.61,0
1408,VSL-5320,1,2,3,3,2026-03-14,2026-03-15,76.83,801.4,4001.78,64.53,0.0,1
1409,VSL-2964,6,11,5,4,2024-10-03,2024-10-06,25.88,439.61,1381.92,21.9,0.0,1
1410,VSL-8320,3,7,5,2,2026-02-10,2026-02-13,57.47,910.4,3055.58,96.8,3.04,0
1411,VSL-5596,11,2,4,5,2025-06-24,2025-06-27,43.3,537.15,2272.43,34.37,0.0,1
1412,VSL-4971,6,9,1,2,2024-04-04,2024-04-05,56.85,718.48,2986.2,52.95,0.0,1
1413,VSL-1215,11,12,2,2,2025-12-12,2025-12-16,81.08,874.06,4228.81,139.74,0.0,1
1414,VSL-9644,11,4,5,4,2025-01-29,2025-02-03,67.08,796.86,3513.37,59.04,0.0,1
1415,VSL-3130,9,6,1,3,2025-12-26,2025-12-30,50.87,739.66,2691.43,43.42,0.0,1
1416,VSL-4079,4,7,1,4,2025-04-08,2025-04-10,61.16,1142.38,3286.48,105.74,0.0,1
1417,VSL-2672,2,6,4,4,2024-06-17,2024-06-18,54.83,924.58,2926.42,98.93,0.0,1
1418,VSL-5370,3,9,5,1,2026-02-01,2026-02-02,26.98,299.53,1408.91,8.22,0.0,1
1419,VSL-6806,1,9,1,5,2025-04-08,2025-04-15,85.11,1150.65,4485.63,109.52,0.0,1
1420,VSL-5466,7,4,1,2,2025-02-10,2025-02-11,81.46,1223.68,4317.74,150.31,0.0,1
1421,VSL-4103,6,2,4,1,2025-10-26,2025-10-27,48.52,670.8,2560.16,62.75,0.0,1
1422,VSL-1817,7,3,5,5,2024-10-09,2024-10-10,40.97,626.66,2173.83,38.35,0.0,1
1423,VSL-4911,11,4,5,1,2024-08-12,2024-08-14,27.39,305.45,1430.59,15.85,0.0,1
1424,VSL-7421,2,10,4,1,2024-10-09,2024-10-14,62.45,765.93,3275.69,77.5,0.0,1
1425,VSL-3802,7,2,4,2,2026-01-21,2026-01-27,62.59,1141.68,3357.84,120.88,0.0,1
1426,VSL-9245,4,7,1,3,2025-12-23,2025-12-24,33.91,541.31,1803.76,31.83,0.0,1
1427,VSL-6162,12,10,5,4,2026-01-26,2026-01-30,55.06,718.71,2896.74,75.45,0.0,1
1428,VSL-8775,11,2,4,2,2024-07-10,2024-07-20,66.41,884.68,3497.44,85.5,3.13,0
1429,VSL-1159,7,6,1,1,2024-06-30,2024-07-05,46.35,915.12,2500.52,79.8,0.0,1
1430,VSL-1740,10,6,1,4,2025-08-20,2025-08-21,40.31,403.51,2096.2,30.47,0.0,1
1431,VSL-2538,1,11,3,3,2024-08-21,2024-09-01,56.86,867.27,3016.45,57.56,0.0,1
1432,VSL-8970,2,6,4,3,2025-04-08,2025-04-16,56.17,837.3,2975.96,63.53,0.0,1
1433,VSL-9484,5,7,5,4,2024-01-14,2024-01-15,36.67,670.24,1967.55,31.98,0.0,1
1434,VSL-3423,11,10,5,4,2024-04-25,2024-04-26,46.45,589.89,2440.48,41.63,0.0,1
1435,VSL-8056,7,4,1,2,2024-12-31,2025-01-01,15.4,230.67,816.13,4.42,0.0,1
1436,VSL-5487,6,4,1,1,2024-07-17,2024-07-18,45.38,871.59,2443.32,54.49,0.0,1
1437,VSL-6715,11,12,2,5,2025-04-05,2025-04-06,15.96,317.18,861.44,9.5,0.0,1
1438,VSL-9520,6,8,1,5,2025-03-03,2025-03-07,40.74,792.5,2195.5,41.21,0.0,1
1439,VSL-6685,12,6,5,5,2024-05-05,2024-05-06,29.7,425.74,1570.15,18.4,0.69,0
1440,VSL-9571,5,2,4,1,2025-05-25,2025-05-26,34.78,670.29,1873.06,26.74,0.0,1
1441,VSL-5828,5,11,2,5,2025-11-11,2025-11-12,40.88,475.27,2139.05,28.89,0.0,1
1442,VSL-6010,1,9,1,1,2024-08-10,2024-08-11,53.63,688.08,2819.12,58.79,0.0,1
1443,VSL-5641,1,8,1,3,2025-11-07,2025-11-11,41.74,765.56,2240.11,33.55,0.0,1
1444,VSL-4223,9,12,5,5,2024-06-07,2024-06-12,31.47,614.82,1696.46,33.15,0.0,1
1445,VSL-7328,7,11,5,1,2024-10-24,2024-10-25,49.37,601.75,2588.85,43.77,0.0,1
1446,VSL-8140,7,8,1,1,2024-09-24,2024-09-25,33.03,634.24,1778.35,33.46,0.0,1
1447,VSL-4268,11,6,5,5,2024-05-22,2024-05-24,42.81,720.63,2284.63,37.0,0.0,1
1448,VSL-7159,5,6,5,1,2024-10-31,2024-11-02,56.02,877.65,2976.53,80.06,0.0,1
1449,VSL-6858,7,2,4,2,2025-06-23,2025-06-25,57.0,821.88,3014.38,61.52,1.6,0
1450,VSL-1432,8,6,1,4,2025-04-22,2025-04-24,29.92,425.02,1581.0,17.93,0.0,1
1451,VSL-7113,7,2,4,2,2025-09-21,2025-09-22,12.28,234.16,660.83,5.14,0.0,1
1452,VSL-3063,3,11,5,5,2025-08-02,2025-08-07,42.12,790.93,2264.19,35.1,0.29,1
1453,VSL-1890,7,12,5,1,2025-04-18,2025-04-19,84.78,1532.38,4545.48,243.58,0.0,1
1454,VSL-8888,2,1,3,3,2025-10-27,2025-10-29,43.58,482.45,2275.49,33.52,5.5,0
1455,VSL-1868,12,6,5,1,2024-05-04,2024-05-08,41.72,726.13,2231.23,50.72,0.0,1
1456,VSL-3535,12,4,5,5,2024-05-27,2024-05-29,66.12,1032.83,3512.57,134.35,0.0,1
1457,VSL-4288,5,12,2,3,2026-01-06,2026-01-11,26.31,523.35,1420.17,13.86,0.0,1
1458,VSL-4347,2,3,4,1,2024-06-05,2024-06-07,40.01,641.68,2128.84,28.78,0.0,1
1459,VSL-7628,2,9,4,1,2025-06-01,2025-06-05,1.0,50.0,60.0,0.05,0.0,1
1460,VSL-3018,8,3,5,2,2025-07-13,2025-07-18,20.62,259.87,1082.97,8.64,0.0,1
1461,VSL-9380,7,3,5,1,2024-07-08,2024-07-09,44.54,508.51,2328.7,39.51,0.0,1
1462,VSL-9076,12,9,5,2,2025-05-02,2025-05-03,71.09,1052.46,3764.99,96.48,0.0,1
1463,VSL-7960,6,12,5,3,2025-02-04,2025-02-05,40.17,556.68,2119.84,40.25,0.0,1
1464,VSL-1558,3,1,3,3,2025-04-13,2025-04-14,56.9,637.35,2972.47,50.39,0.0,1
1465,VSL-8666,11,12,2,5,2025-03-31,2025-04-09,55.24,575.95,2877.19,60.67,4.33,0
1466,VSL-9244,12,8,5,3,2024-01-10,2024-01-12,24.9,493.46,1343.69,16.68,5.17,0
1467,VSL-6558,4,7,1,5,2025-02-03,2025-02-04,8.07,122.1,427.92,1.16,0.0,1
1468,VSL-8925,8,3,5,3,2026-03-14,2026-03-17,67.28,1185.88,3601.18,103.96,0.0,1
1469,VSL-9608,7,9,1,5,2025-11-05,2025-11-06,24.17,285.3,1265.56,11.78,0.0,1
1470,VSL-7615,5,3,5,3,2025-08-25,2025-08-26,55.82,1091.39,3009.28,82.13,0.0,1
1471,VSL-8805,2,1,3,1,2026-01-20,2026-01-21,58.84,682.06,3078.41,44.01,0.0,1
1472,VSL-7882,6,4,1,2,2024-04-17,2024-04-18,41.39,786.32,2226.76,38.21,13.09,0
1473,VSL-7132,2,1,3,5,2024-09-13,2024-09-23,27.9,310.94,1457.19,16.02,0.0,1
1474,VSL-4272,10,12,5,1,2024-06-27,2024-06-28,54.41,718.84,2864.27,66.44,0.0,1
1475,VSL-8111,4,6,1,4,2025-03-24,2025-03-28,35.64,598.34,1901.67,26.13,0.0,1
1476,VSL-1544,9,4,1,1,2025-08-19,2025-08-21,45.39,464.9,2362.48,41.36,0.0,1
1477,VSL-4036,3,1,3,3,2026-03-03,2026-03-08,39.38,554.48,2079.9,33.77,0.0,1
1478,VSL-9205,11,12,2,5,2025-05-23,2025-05-26,59.68,710.27,3126.05,51.18,1.25,0
1479,VSL-7162,6,7,1,5,2025-07-26,2025-07-27,42.79,793.08,2298.12,61.14,0.0,1
1480,VSL-4777,2,11,4,1,2024-05-10,2024-05-11,60.78,1083.34,3255.67,85.48,0.0,1
1481,VSL-5118,1,11,3,5,2024-12-04,2024-12-05,55.92,571.81,2910.36,58.24,0.0,1
1482,VSL-9482,7,6,1,1,2024-06-10,2024-06-12,57.5,1131.67,3101.33,69.94,0.0,1
1483,VSL-8716,10,9,1,3,2025-02-12,2025-02-16,47.16,763.35,2510.67,55.65,2.16,0
1484,VSL-1973,5,12,2,1,2024-02-03,2024-02-04,26.32,352.17,1386.43,11.69,0.0,1
1485,VSL-2021,3,5,5,5,2026-01-21,2026-01-22,31.27,415.77,1646.65,22.85,1.36,0
1486,VSL-1579,4,9,1,1,2025-07-31,2025-08-07,36.64,697.74,1971.55,43.54,0.0,1
